access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,ev_network_ids,federal_agency
public,24 hours daily,,,2026-08-31,,ELEC,Public,160471,,2020-06-12,,[],False,E,,,HOAG   HOSPITAL HHCI - SC 3,888-758-4389,2026-08-31T01:04:56Z,GPS,33.662585,-117.774493,Irvine,US,Located behind the building,,CA,16305 Sand Canyon,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL135737'], 'posts': ['3214861', '3214871']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160496,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC 350 SPECTRUM 03,888-758-4389,2026-08-31T01:04:36Z,GPS,33.654381,-117.748298,Irvine,US,Parking Rates Apply: Stations are on the ground floor of the parking garage.,,CA,350 Spectrum Center Dr,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL130627'], 'posts': ['171903', '171905']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160516,,2020-06-12,,[],False,E,,,PARK STRUCTURE FULLERTON 22,888-758-4389,2026-08-31T01:41:13Z,GPS,33.876354,-117.919562,Fullerton,US,,,CA,351 E Chapman Ave,92832,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL5545571'], 'posts': ['9179981', '9179991']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160529,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC 250 SPECTRUM 04,888-758-4389,2026-08-31T01:04:11Z,GPS,33.652554,-117.747644,Irvine,US,Parking Rates Apply: Stations are on Level 2 of the parking garage.,,CA,250 Spectrum,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL127551'], 'posts': ['167529', '167531']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160577,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC LBP 15370BARR 1,888-758-4389,2026-08-31T01:03:39Z,GPS,33.661154,-117.742788,Irvine,US,Stations are near the building entrance to 15370 Barranca Pkwy.,,CA,15370 Barranca Pkwy,92618,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL124581'], 'posts': ['779321']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160589,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC DBC 46DISCVRY 1,888-758-4389,2026-08-31T01:03:33Z,GPS,33.664841,-117.755315,Irvine,US,Stations are at 46 Discovery near rear entrance.,,CA,46 Discovery,92618,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL124027'], 'posts': ['27559201']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160596,,2020-06-12,,[],False,E,,,NEWPORT ASSET BIRCH 1,888-758-4389,2026-08-31T01:03:20Z,GPS,33.665417,-117.858617,Newport Beach,US,,,CA,5000 Birch St,92660,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL123135'], 'posts': ['25381731', '25381741']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160598,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC PACARTS 3201 02,888-758-4389,2026-08-31T01:03:30Z,GPS,33.688648,-117.884235,Costa Mesa,US,Stations are on Level 2 of the 3201 Parking Structure,,CA,3201 Park Center Dr,92626,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL123749'], 'posts': ['161023', '161025']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160602,,2020-06-12,,[],False,E,,,CCC CCC FV 1,888-758-4389,2026-08-31T01:03:26Z,GPS,33.7156,-117.929238,Fountain Valley,US,,,CA,11460 Warner Ave,92708,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL123569'], 'posts': ['27481631', '27481641']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160621,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC 36 EXEC PRK 03,888-758-4389,2026-08-31T01:03:20Z,GPS,33.685992,-117.859781,Irvine,US,Stations are in the parking garage serving 36 Executive Park.,,CA,36 Executive Park,92614,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL123145'], 'posts': ['2523901', '2523911']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160635,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC MPC 350 COMM 03,888-758-4389,2026-08-31T01:03:13Z,GPS,33.716067,-117.787057,Irvine,US,Stations are adjacent to Cafe 350.,,CA,350 Commerce,92602,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL122643'], 'posts': ['23099911', '23099921']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160643,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC MPC 3200 ECR 02,888-758-4389,2026-08-31T01:03:05Z,GPS,33.719275,-117.79034,Irvine,US,Stations are on the South side of the 3200 El Camino Real building.,,CA,3200 El Camino Real,92602,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL122369'], 'posts': ['560281', '560291']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160651,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC 36 EXEC PRK 02,888-758-4389,2026-08-31T01:03:03Z,GPS,33.685969,-117.859727,Irvine,US,Stations are in the parking garage serving 36 Executive Park.,,CA,36 Executive Park,92614,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL122159'], 'posts': ['2523921', '2523931']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160654,,2020-06-12,,[],False,E,,,OET B2 EV TEST,888-758-4389,2026-08-31T01:03:02Z,GPS,33.775427,-117.863923,Orange,US,Parking Garage Floor B2,,CA,2700-2998 Lawson Way,92868,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL122145'], 'posts': ['23847791', '23847801']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160666,,2020-06-12,,[],False,E,,,PRITI 1999 4175-CHARGING,888-758-4389,2026-08-31T01:02:55Z,GPS,33.860004,-117.826472,Anaheim,US,,,CA,4175 E La Palma Ave,92807,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL121739'], 'posts': ['25121511', '25121521']}",
public,24 hours daily,,,2026-08-31,,ELEC,Public,160697,,2020-06-12,,[],False,E,,,IRVINE  CO  OFC DBC 38DISCVRY 2,888-758-4389,2026-08-31T01:02:41Z,GPS,33.666683,-117.754628,Irvine,US,Stations are at the back of 38 Discovery.,,CA,38 Discovery,92618,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,https://www.chargepoint.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]","{'station': ['USCPIL120885'], 'posts': ['26674431', '26674441']}",
